"regione","capoluogo","reato","totale_delitti"
"Lombardia","Como","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","4"
"Lombardia","Como","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lombardia","Como","34.0 ALTRI DELITTI","1029"
"Lombardia","Cremona","01.0 ATTENTATI","0"
"Lombardia","Cremona","02.0 STRAGE","0"
"Lombardia","Cremona","03.0 OMICIDI VOLONTARI CONSUMATI","2"
"Lombardia","Cremona","04.0 INFANTICIDI","0"
"Lombardia","Cremona","05.0 TENTATI OMICIDI","2"
"Lombardia","Cremona","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lombardia","Cremona","07.0 OMICIDI COLPOSI","2"
"Lombardia","Cremona","08.0 LESIONI DOLOSE","103"
"Lombardia","Cremona","09.0 PERCOSSE","18"
"Lombardia","Cremona","10.0 MINACCE","68"
"Lombardia","Cremona","11.0 INGIURIE","0"
"Lombardia","Cremona","12.0 VIOLENZE SESSUALI","12"
"Lombardia","Cremona","13.0 ATTI SESSUALI CON MINORENNE","1"
"Lombardia","Cremona","14.0 CORRUZIONE DI MINORENNE","0"
"Lombardia","Cremona","15.0 FURTI","1456"
"Lombardia","Cremona","16.0 RICETTAZIONE","21"
"Lombardia","Cremona","17.0 RAPINE","40"
"Lombardia","Cremona","18.0 ESTORSIONI","28"
"Lombardia","Cremona","19.0 USURA","0"
"Lombardia","Cremona","20.0 SEQUESTRI DI PERSONA","0"
"Lombardia","Cremona","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Lombardia","Cremona","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lombardia","Cremona","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Lombardia","Cremona","24.0 TRUFFE E FRODI INFORMATICHE","440"
"Lombardia","Cremona","25.0 INCENDI","3"
"Lombardia","Cremona","26.0 DANNEGGIAMENTI","336"
"Lombardia","Cremona","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","7"
"Lombardia","Cremona","28.0 CONTRABBANDO","0"
"Lombardia","Cremona","29.0 STUPEFACENTI","38"
"Lombardia","Cremona","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","2"
"Lombardia","Cremona","31.0 DELITTI INFORMATICI","53"
"Lombardia","Cremona","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","4"
"Lombardia","Cremona","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lombardia","Cremona","34.0 ALTRI DELITTI","573"
"Lombardia","Lecco","01.0 ATTENTATI","1"
"Lombardia","Lecco","02.0 STRAGE","0"
"Lombardia","Lecco","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lombardia","Lecco","04.0 INFANTICIDI","0"
"Lombardia","Lecco","05.0 TENTATI OMICIDI","0"
"Lombardia","Lecco","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lombardia","Lecco","07.0 OMICIDI COLPOSI","3"
"Lombardia","Lecco","08.0 LESIONI DOLOSE","71"
"Lombardia","Lecco","09.0 PERCOSSE","17"
"Lombardia","Lecco","10.0 MINACCE","57"
"Lombardia","Lecco","11.0 INGIURIE","0"
"Lombardia","Lecco","12.0 VIOLENZE SESSUALI","5"
"Lombardia","Lecco","13.0 ATTI SESSUALI CON MINORENNE","3"
"Lombardia","Lecco","14.0 CORRUZIONE DI MINORENNE","0"
"Lombardia","Lecco","15.0 FURTI","940"
"Lombardia","Lecco","16.0 RICETTAZIONE","14"
"Lombardia","Lecco","17.0 RAPINE","22"
"Lombardia","Lecco","18.0 ESTORSIONI","19"
"Lombardia","Lecco","19.0 USURA","0"
"Lombardia","Lecco","20.0 SEQUESTRI DI PERSONA","0"
"Lombardia","Lecco","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Lombardia","Lecco","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lombardia","Lecco","23.0 RICICLAGGIO E IMPIEGO DI DENARO","2"
"Lombardia","Lecco","24.0 TRUFFE E FRODI INFORMATICHE","184"
"Lombardia","Lecco","25.0 INCENDI","2"
"Lombardia","Lecco","26.0 DANNEGGIAMENTI","411"
"Lombardia","Lecco","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","2"
"Lombardia","Lecco","28.0 CONTRABBANDO","0"
"Lombardia","Lecco","29.0 STUPEFACENTI","23"
"Lombardia","Lecco","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Lombardia","Lecco","31.0 DELITTI INFORMATICI","20"
"Lombardia","Lecco","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","2"
"Lombardia","Lecco","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","3"
"Lombardia","Lecco","34.0 ALTRI DELITTI","539"
"Lombardia","Lodi","01.0 ATTENTATI","1"
"Lombardia","Lodi","02.0 STRAGE","0"
"Lombardia","Lodi","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lombardia","Lodi","04.0 INFANTICIDI","0"
"Lombardia","Lodi","05.0 TENTATI OMICIDI","1"
"Lombardia","Lodi","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lombardia","Lodi","07.0 OMICIDI COLPOSI","3"
"Lombardia","Lodi","08.0 LESIONI DOLOSE","56"
"Lombardia","Lodi","09.0 PERCOSSE","13"
"Lombardia","Lodi","10.0 MINACCE","55"
"Lombardia","Lodi","11.0 INGIURIE","0"
"Lombardia","Lodi","12.0 VIOLENZE SESSUALI","8"
"Lombardia","Lodi","13.0 ATTI SESSUALI CON MINORENNE","1"
"Lombardia","Lodi","14.0 CORRUZIONE DI MINORENNE","2"
"Lombardia","Lodi","15.0 FURTI","927"
"Lombardia","Lodi","16.0 RICETTAZIONE","14"
"Lombardia","Lodi","17.0 RAPINE","23"
"Lombardia","Lodi","18.0 ESTORSIONI","13"
"Lombardia","Lodi","19.0 USURA","0"
"Lombardia","Lodi","20.0 SEQUESTRI DI PERSONA","2"
"Lombardia","Lodi","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Lombardia","Lodi","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lombardia","Lodi","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Lombardia","Lodi","24.0 TRUFFE E FRODI INFORMATICHE","118"
"Lombardia","Lodi","25.0 INCENDI","1"
"Lombardia","Lodi","26.0 DANNEGGIAMENTI","153"
"Lombardia","Lodi","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","2"
"Lombardia","Lodi","28.0 CONTRABBANDO","0"
"Lombardia","Lodi","29.0 STUPEFACENTI","22"
"Lombardia","Lodi","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","1"
"Lombardia","Lodi","31.0 DELITTI INFORMATICI","15"
"Lombardia","Lodi","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","2"
"Lombardia","Lodi","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lombardia","Lodi","34.0 ALTRI DELITTI","497"
"Lombardia","Mantova","01.0 ATTENTATI","1"
"Lombardia","Mantova","02.0 STRAGE","0"
"Lombardia","Mantova","03.0 OMICIDI VOLONTARI CONSUMATI","2"
"Lombardia","Mantova","04.0 INFANTICIDI","0"
"Lombardia","Mantova","05.0 TENTATI OMICIDI","1"
"Lombardia","Mantova","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lombardia","Mantova","07.0 OMICIDI COLPOSI","3"
"Lombardia","Mantova","08.0 LESIONI DOLOSE","91"
"Lombardia","Mantova","09.0 PERCOSSE","19"
"Lombardia","Mantova","10.0 MINACCE","96"
"Lombardia","Mantova","11.0 INGIURIE","0"
"Lombardia","Mantova","12.0 VIOLENZE SESSUALI","10"
"Lombardia","Mantova","13.0 ATTI SESSUALI CON MINORENNE","0"
"Lombardia","Mantova","14.0 CORRUZIONE DI MINORENNE","0"
"Lombardia","Mantova","15.0 FURTI","1874"
"Lombardia","Mantova","16.0 RICETTAZIONE","33"
"Lombardia","Mantova","17.0 RAPINE","43"
"Lombardia","Mantova","18.0 ESTORSIONI","10"
"Lombardia","Mantova","19.0 USURA","0"
"Lombardia","Mantova","20.0 SEQUESTRI DI PERSONA","1"
"Lombardia","Mantova","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Lombardia","Mantova","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lombardia","Mantova","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Lombardia","Mantova","24.0 TRUFFE E FRODI INFORMATICHE","299"
"Lombardia","Mantova","25.0 INCENDI","2"
"Lombardia","Mantova","26.0 DANNEGGIAMENTI","482"
"Lombardia","Mantova","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","2"
"Lombardia","Mantova","28.0 CONTRABBANDO","0"
"Lombardia","Mantova","29.0 STUPEFACENTI","17"
"Lombardia","Mantova","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","5"
"Lombardia","Mantova","31.0 DELITTI INFORMATICI","22"
"Lombardia","Mantova","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","5"
"Lombardia","Mantova","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","1"
"Lombardia","Mantova","34.0 ALTRI DELITTI","409"
"Lombardia","Milano","01.0 ATTENTATI","4"
"Lombardia","Milano","02.0 STRAGE","1"
"Lombardia","Milano","03.0 OMICIDI VOLONTARI CONSUMATI","6"
"Lombardia","Milano","04.0 INFANTICIDI","2"
"Lombardia","Milano","05.0 TENTATI OMICIDI","41"
"Lombardia","Milano","06.0 OMICIDIO PRETERINTENZIONALE","1"
"Lombardia","Milano","07.0 OMICIDI COLPOSI","45"
"Lombardia","Milano","08.0 LESIONI DOLOSE","2132"
"Lombardia","Milano","09.0 PERCOSSE","519"
"Lombardia","Milano","10.0 MINACCE","1882"
"Lombardia","Milano","11.0 INGIURIE","0"
"Lombardia","Milano","12.0 VIOLENZE SESSUALI","316"
"Lombardia","Milano","13.0 ATTI SESSUALI CON MINORENNE","15"
"Lombardia","Milano","14.0 CORRUZIONE DI MINORENNE","4"
"Lombardia","Milano","15.0 FURTI","89773"
"Veneto","Rovigo","25.0 INCENDI","4"
"Lombardia","Milano","16.0 RICETTAZIONE","966"
"Lombardia","Milano","17.0 RAPINE","2485"
"Lombardia","Milano","18.0 ESTORSIONI","579"
"Lombardia","Milano","19.0 USURA","6"
"Lombardia","Milano","20.0 SEQUESTRI DI PERSONA","28"
"Lombardia","Milano","21.0 ASSOCIAZIONE PER DELINQUERE","15"
"Lombardia","Milano","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","1"
"Lombardia","Milano","23.0 RICICLAGGIO E IMPIEGO DI DENARO","34"
"Lombardia","Milano","24.0 TRUFFE E FRODI INFORMATICHE","9626"
"Lombardia","Milano","25.0 INCENDI","87"
"Lombardia","Milano","26.0 DANNEGGIAMENTI","15419"
"Lombardia","Milano","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","137"
"Lombardia","Milano","28.0 CONTRABBANDO","0"
"Lombardia","Milano","29.0 STUPEFACENTI","2046"
"Lombardia","Milano","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","46"
"Lombardia","Milano","31.0 DELITTI INFORMATICI","556"
"Lombardia","Milano","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","191"
"Lombardia","Milano","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","14"
"Lombardia","Milano","34.0 ALTRI DELITTI","16476"
"Lombardia","Monza","01.0 ATTENTATI","0"
"Lombardia","Monza","02.0 STRAGE","0"
"Lombardia","Monza","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lombardia","Monza","04.0 INFANTICIDI","0"
"Lombardia","Monza","05.0 TENTATI OMICIDI","3"
"Lombardia","Monza","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lombardia","Monza","07.0 OMICIDI COLPOSI","2"
"Lombardia","Monza","08.0 LESIONI DOLOSE","187"
"Lombardia","Monza","09.0 PERCOSSE","34"
"Lombardia","Monza","10.0 MINACCE","99"
"Lombardia","Monza","11.0 INGIURIE","0"
"Lombardia","Monza","12.0 VIOLENZE SESSUALI","14"
"Lombardia","Monza","13.0 ATTI SESSUALI CON MINORENNE","1"
"Lombardia","Monza","14.0 CORRUZIONE DI MINORENNE","0"
"Lombardia","Monza","15.0 FURTI","4287"
"Lombardia","Monza","16.0 RICETTAZIONE","35"
"Lombardia","Monza","17.0 RAPINE","122"
"Lombardia","Monza","18.0 ESTORSIONI","13"
"Lombardia","Monza","19.0 USURA","0"
"Lombardia","Monza","20.0 SEQUESTRI DI PERSONA","3"
"Lombardia","Monza","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Lombardia","Monza","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lombardia","Monza","23.0 RICICLAGGIO E IMPIEGO DI DENARO","7"
"Lombardia","Monza","24.0 TRUFFE E FRODI INFORMATICHE","213"
"Lombardia","Monza","25.0 INCENDI","2"
"Lombardia","Monza","26.0 DANNEGGIAMENTI","684"
"Lombardia","Monza","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","3"
"Lombardia","Monza","28.0 CONTRABBANDO","0"
"Lombardia","Monza","29.0 STUPEFACENTI","82"
"Lombardia","Monza","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Lombardia","Monza","31.0 DELITTI INFORMATICI","13"
"Lombardia","Monza","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","2"
"Lombardia","Monza","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lombardia","Monza","34.0 ALTRI DELITTI","749"
"Lombardia","Pavia","01.0 ATTENTATI","0"
"Lombardia","Pavia","02.0 STRAGE","0"
"Lombardia","Pavia","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lombardia","Pavia","04.0 INFANTICIDI","0"
"Lombardia","Pavia","05.0 TENTATI OMICIDI","0"
"Lombardia","Pavia","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lombardia","Pavia","07.0 OMICIDI COLPOSI","2"
"Lombardia","Pavia","08.0 LESIONI DOLOSE","129"
"Lombardia","Pavia","09.0 PERCOSSE","11"
"Lombardia","Pavia","10.0 MINACCE","80"
"Lombardia","Pavia","11.0 INGIURIE","0"
"Lombardia","Pavia","12.0 VIOLENZE SESSUALI","12"
"Lombardia","Pavia","13.0 ATTI SESSUALI CON MINORENNE","1"
"Lombardia","Pavia","14.0 CORRUZIONE DI MINORENNE","0"
"Lombardia","Pavia","15.0 FURTI","2585"
"Lombardia","Pavia","16.0 RICETTAZIONE","24"
"Lombardia","Pavia","17.0 RAPINE","49"
"Lombardia","Pavia","18.0 ESTORSIONI","13"
"Lombardia","Pavia","19.0 USURA","0"
"Lombardia","Pavia","20.0 SEQUESTRI DI PERSONA","0"
"Lombardia","Pavia","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Lombardia","Pavia","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lombardia","Pavia","23.0 RICICLAGGIO E IMPIEGO DI DENARO","9"
"Lombardia","Pavia","24.0 TRUFFE E FRODI INFORMATICHE","194"
"Lombardia","Pavia","25.0 INCENDI","1"
"Lombardia","Pavia","26.0 DANNEGGIAMENTI","1070"
"Lombardia","Pavia","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","4"
"Lombardia","Pavia","28.0 CONTRABBANDO","0"
"Lombardia","Pavia","29.0 STUPEFACENTI","48"
"Lombardia","Pavia","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","2"
"Lombardia","Pavia","31.0 DELITTI INFORMATICI","11"
"Lombardia","Pavia","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","5"
"Lombardia","Pavia","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","2"
"Lombardia","Pavia","34.0 ALTRI DELITTI","1055"
"Lombardia","Sondrio","01.0 ATTENTATI","0"
"Lombardia","Sondrio","02.0 STRAGE","0"
"Lombardia","Sondrio","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lombardia","Sondrio","04.0 INFANTICIDI","0"
"Lombardia","Sondrio","05.0 TENTATI OMICIDI","1"
"Lombardia","Sondrio","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lombardia","Sondrio","07.0 OMICIDI COLPOSI","0"
"Lombardia","Sondrio","08.0 LESIONI DOLOSE","37"
"Lombardia","Sondrio","09.0 PERCOSSE","6"
"Lombardia","Sondrio","10.0 MINACCE","38"
"Lombardia","Sondrio","11.0 INGIURIE","0"
"Lombardia","Sondrio","12.0 VIOLENZE SESSUALI","1"
"Lombardia","Sondrio","13.0 ATTI SESSUALI CON MINORENNE","0"
"Lombardia","Sondrio","14.0 CORRUZIONE DI MINORENNE","0"
"Lombardia","Sondrio","15.0 FURTI","239"
"Lombardia","Sondrio","16.0 RICETTAZIONE","6"
"Lombardia","Sondrio","17.0 RAPINE","1"
"Lombardia","Sondrio","18.0 ESTORSIONI","10"
"Lombardia","Sondrio","19.0 USURA","0"
"Lombardia","Sondrio","20.0 SEQUESTRI DI PERSONA","0"
"Lombardia","Sondrio","21.0 ASSOCIAZIONE PER DELINQUERE","2"
"Lombardia","Sondrio","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lombardia","Sondrio","23.0 RICICLAGGIO E IMPIEGO DI DENARO","0"
"Lombardia","Sondrio","24.0 TRUFFE E FRODI INFORMATICHE","187"
"Lombardia","Sondrio","25.0 INCENDI","0"
"Lombardia","Sondrio","26.0 DANNEGGIAMENTI","80"
"Lombardia","Sondrio","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","5"
"Lombardia","Sondrio","28.0 CONTRABBANDO","0"
"Lombardia","Sondrio","29.0 STUPEFACENTI","19"
"Lombardia","Sondrio","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","3"
"Lombardia","Sondrio","31.0 DELITTI INFORMATICI","11"
"Lombardia","Sondrio","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","2"
"Lombardia","Sondrio","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lombardia","Sondrio","34.0 ALTRI DELITTI","269"
"Lombardia","Varese","01.0 ATTENTATI","0"
"Lombardia","Varese","02.0 STRAGE","0"
"Lombardia","Varese","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Lombardia","Varese","04.0 INFANTICIDI","0"
"Lombardia","Varese","05.0 TENTATI OMICIDI","2"
"Lombardia","Varese","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Lombardia","Varese","07.0 OMICIDI COLPOSI","1"
"Lombardia","Varese","08.0 LESIONI DOLOSE","140"
"Lombardia","Varese","09.0 PERCOSSE","26"
"Lombardia","Varese","10.0 MINACCE","129"
"Lombardia","Varese","11.0 INGIURIE","0"
"Lombardia","Varese","12.0 VIOLENZE SESSUALI","14"
"Lombardia","Varese","13.0 ATTI SESSUALI CON MINORENNE","0"
"Lombardia","Varese","14.0 CORRUZIONE DI MINORENNE","0"
"Lombardia","Varese","15.0 FURTI","1663"
"Lombardia","Varese","16.0 RICETTAZIONE","21"
"Lombardia","Varese","17.0 RAPINE","43"
"Lombardia","Varese","18.0 ESTORSIONI","28"
"Lombardia","Varese","19.0 USURA","0"
"Lombardia","Varese","20.0 SEQUESTRI DI PERSONA","1"
"Lombardia","Varese","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Lombardia","Varese","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Lombardia","Varese","23.0 RICICLAGGIO E IMPIEGO DI DENARO","3"
"Lombardia","Varese","24.0 TRUFFE E FRODI INFORMATICHE","529"
"Lombardia","Varese","25.0 INCENDI","7"
"Lombardia","Varese","26.0 DANNEGGIAMENTI","670"
"Lombardia","Varese","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","4"
"Lombardia","Varese","28.0 CONTRABBANDO","0"
"Lombardia","Varese","29.0 STUPEFACENTI","84"
"Lombardia","Varese","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","2"
"Lombardia","Varese","31.0 DELITTI INFORMATICI","22"
"Lombardia","Varese","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","4"
"Lombardia","Varese","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Lombardia","Varese","34.0 ALTRI DELITTI","758"
"Trentino Alto Adige","Bolzano","01.0 ATTENTATI","0"
"Trentino Alto Adige","Bolzano","02.0 STRAGE","1"
"Trentino Alto Adige","Bolzano","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Trentino Alto Adige","Bolzano","04.0 INFANTICIDI","0"
"Trentino Alto Adige","Bolzano","05.0 TENTATI OMICIDI","2"
"Trentino Alto Adige","Bolzano","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Trentino Alto Adige","Bolzano","07.0 OMICIDI COLPOSI","2"
"Trentino Alto Adige","Bolzano","08.0 LESIONI DOLOSE","179"
"Trentino Alto Adige","Bolzano","09.0 PERCOSSE","54"
"Trentino Alto Adige","Bolzano","10.0 MINACCE","191"
"Trentino Alto Adige","Bolzano","11.0 INGIURIE","0"
"Trentino Alto Adige","Bolzano","12.0 VIOLENZE SESSUALI","17"
"Trentino Alto Adige","Bolzano","13.0 ATTI SESSUALI CON MINORENNE","1"
"Trentino Alto Adige","Bolzano","14.0 CORRUZIONE DI MINORENNE","0"
"Trentino Alto Adige","Bolzano","15.0 FURTI","3503"
"Trentino Alto Adige","Bolzano","16.0 RICETTAZIONE","91"
"Trentino Alto Adige","Bolzano","17.0 RAPINE","119"
"Veneto","Padova","16.0 RICETTAZIONE","174"
"Trentino Alto Adige","Bolzano","18.0 ESTORSIONI","22"
"Trentino Alto Adige","Bolzano","19.0 USURA","1"
"Trentino Alto Adige","Bolzano","20.0 SEQUESTRI DI PERSONA","1"
"Trentino Alto Adige","Bolzano","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Trentino Alto Adige","Bolzano","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Trentino Alto Adige","Bolzano","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Trentino Alto Adige","Bolzano","24.0 TRUFFE E FRODI INFORMATICHE","346"
"Trentino Alto Adige","Bolzano","25.0 INCENDI","6"
"Trentino Alto Adige","Bolzano","26.0 DANNEGGIAMENTI","326"
"Trentino Alto Adige","Bolzano","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","7"
"Trentino Alto Adige","Bolzano","28.0 CONTRABBANDO","0"
"Trentino Alto Adige","Bolzano","29.0 STUPEFACENTI","234"
"Trentino Alto Adige","Bolzano","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","2"
"Trentino Alto Adige","Bolzano","31.0 DELITTI INFORMATICI","34"
"Trentino Alto Adige","Bolzano","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","1"
"Trentino Alto Adige","Bolzano","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Trentino Alto Adige","Bolzano","34.0 ALTRI DELITTI","1304"
"Trentino Alto Adige","Trento","01.0 ATTENTATI","1"
"Trentino Alto Adige","Trento","02.0 STRAGE","0"
"Trentino Alto Adige","Trento","03.0 OMICIDI VOLONTARI CONSUMATI","1"
"Trentino Alto Adige","Trento","04.0 INFANTICIDI","0"
"Trentino Alto Adige","Trento","05.0 TENTATI OMICIDI","4"
"Trentino Alto Adige","Trento","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Trentino Alto Adige","Trento","07.0 OMICIDI COLPOSI","1"
"Trentino Alto Adige","Trento","08.0 LESIONI DOLOSE","134"
"Trentino Alto Adige","Trento","09.0 PERCOSSE","26"
"Trentino Alto Adige","Trento","10.0 MINACCE","104"
"Trentino Alto Adige","Trento","11.0 INGIURIE","0"
"Trentino Alto Adige","Trento","12.0 VIOLENZE SESSUALI","12"
"Trentino Alto Adige","Trento","13.0 ATTI SESSUALI CON MINORENNE","2"
"Trentino Alto Adige","Trento","14.0 CORRUZIONE DI MINORENNE","0"
"Trentino Alto Adige","Trento","15.0 FURTI","3007"
"Trentino Alto Adige","Trento","16.0 RICETTAZIONE","42"
"Trentino Alto Adige","Trento","17.0 RAPINE","61"
"Trentino Alto Adige","Trento","18.0 ESTORSIONI","10"
"Trentino Alto Adige","Trento","19.0 USURA","0"
"Trentino Alto Adige","Trento","20.0 SEQUESTRI DI PERSONA","2"
"Trentino Alto Adige","Trento","21.0 ASSOCIAZIONE PER DELINQUERE","1"
"Trentino Alto Adige","Trento","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Trentino Alto Adige","Trento","23.0 RICICLAGGIO E IMPIEGO DI DENARO","71"
"Trentino Alto Adige","Trento","24.0 TRUFFE E FRODI INFORMATICHE","358"
"Trentino Alto Adige","Trento","25.0 INCENDI","5"
"Trentino Alto Adige","Trento","26.0 DANNEGGIAMENTI","429"
"Trentino Alto Adige","Trento","27.0 DANNEGGIAMENTO SEGUITO DA INCENDIO","11"
"Trentino Alto Adige","Trento","28.0 CONTRABBANDO","0"
"Trentino Alto Adige","Trento","29.0 STUPEFACENTI","240"
"Trentino Alto Adige","Trento","30.0 SFRUTTAMENTO DELLA PROSTITUZIONE E PORNOGRAFIA MINORILE","7"
"Trentino Alto Adige","Trento","31.0 DELITTI INFORMATICI","31"
"Trentino Alto Adige","Trento","32.0 CONTRAFFAZIONE DI MARCHI E PRODOTTI INDUSTRIALI","13"
"Trentino Alto Adige","Trento","33.0 VIOLAZIONE ALLA PROPRIETA' INTELLETTUALE","0"
"Trentino Alto Adige","Trento","34.0 ALTRI DELITTI","982"
"Veneto","Belluno","01.0 ATTENTATI","0"
"Veneto","Belluno","02.0 STRAGE","0"
"Veneto","Belluno","03.0 OMICIDI VOLONTARI CONSUMATI","0"
"Veneto","Belluno","04.0 INFANTICIDI","0"
"Veneto","Belluno","05.0 TENTATI OMICIDI","1"
"Veneto","Belluno","06.0 OMICIDIO PRETERINTENZIONALE","0"
"Veneto","Belluno","07.0 OMICIDI COLPOSI","1"
"Veneto","Belluno","08.0 LESIONI DOLOSE","49"
"Veneto","Belluno","09.0 PERCOSSE","28"
"Veneto","Belluno","10.0 MINACCE","70"
"Veneto","Belluno","11.0 INGIURIE","0"
"Veneto","Belluno","12.0 VIOLENZE SESSUALI","5"
"Veneto","Belluno","13.0 ATTI SESSUALI CON MINORENNE","0"
"Veneto","Belluno","14.0 CORRUZIONE DI MINORENNE","1"
"Veneto","Belluno","15.0 FURTI","349"
"Veneto","Belluno","16.0 RICETTAZIONE","5"
"Veneto","Belluno","17.0 RAPINE","4"
"Veneto","Belluno","18.0 ESTORSIONI","6"
"Veneto","Belluno","19.0 USURA","0"
"Veneto","Belluno","20.0 SEQUESTRI DI PERSONA","0"
"Veneto","Belluno","21.0 ASSOCIAZIONE PER DELINQUERE","0"
"Veneto","Belluno","22.0 ASSOCIAZIONE DI TIPO MAFIOSO","0"
"Veneto","Belluno","23.0 RICICLAGGIO E IMPIEGO DI DENARO","1"
"Veneto","Belluno","24.0 TRUFFE E FRODI INFORMATICHE","276"
"Veneto","Belluno","25.0 INCENDI","0"
